"","protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"144","sp|P26640|SYVC_HUMAN",25,21,23,28,29,23,27.7816221539399,27.3094517897931,27.6045795831637,27.4079811066442,27.606436164389,27.7239742845349,-0.183743573506799,0.969519422468252
"145","sp|P54115|ALDH6_YEAST",32,29,30,23,21,18,28.836936895909,27.7529755212523,29.2334998758704,27.9615728073331,29.2492124299268,28.3150962029096,-1.09666822340373,0.048755975173769
"146","sp|P08243|ASNS_HUMAN",28,29,31,32,31,32,28.0587144857606,28.1387864440493,28.5038644283618,28.1834336658825,28.4269659535191,28.4707144736834,-0.0655367613421009,1
"147","sp|Q92598|HS105_HUMAN",28,31,25,25,27,28,27.0292767782849,27.3803665992674,27.4749603918333,27.2947819873092,27.5221138235152,27.5628121075412,0.0705365668281341,1
"148","sp|P51610|HCFC1_HUMAN",22,27,23,23,24,23,26.0010679608484,26.1511223250667,26.5279642098276,26.0918019266886,26.4223398159232,26.5353315076993,-0.0577054090481989,1
"149","sp|P12277|KCRB_HUMAN",27,22,24,31,22,24,28.2931832482753,28.4850685428233,28.60723424016,28.2923762624545,28.550876161901,28.6391168822338,-0.0115773209415681,1
"150","sp|P25205|MCM3_HUMAN",25,23,25,23,25,24,27.391792534532,27.4771319882507,27.7673198735336,27.5540830315645,27.8322041412397,27.9225093656444,-0.0125307212819005,1
"151","sp|P25694|CDC48_YEAST",30,32,35,24,22,21,28.1905378702063,27.334303978089,28.5890022155152,27.4943411972164,28.6299599827522,27.7983999115281,-0.927484993880067,0.093601807140628
"152","sp|P23246|SFPQ_HUMAN",24,22,26,27,25,29,28.7332847389785,28.6281979855627,28.8124217626361,28.5216523134384,28.8078780475645,28.8277726902938,-0.125320519961401,1
"153","sp|P37291|GLYC_YEAST",33,35,32,22,24,18,29.3228893639665,28.2229463939276,29.6420276676772,28.3515526051491,29.6832815376957,28.5842492843855,-1.1631500952924,0.0403158377624033
"154","sp|Q92945|FUBP2_HUMAN",25,23,26,27,25,22,27.8002697536238,27.5972030579511,28.0097987244386,27.8288065742677,28.1152018072214,28.1968840854453,-0.100792189206568,1
"155","sp|O00410|IPO5_HUMAN",26,23,25,23,21,31,26.7956129390054,26.9383314665221,26.9961115682724,26.6250021112704,27.1864410268433,27.1542133371725,-0.0868728730520338,1
"156","sp|P50395|GDIB_HUMAN",26,26,28,25,26,29,27.8576362295384,27.9874453161429,28.2899061713683,28.0378406645394,28.3499209968788,28.3847434430742,-0.029144658009668,1
"157","sp|P11021|BIP_HUMAN",25,27,27,26,25,30,29.9481657067611,29.7241942796548,30.182021169689,29.8234782279887,30.2561532480179,30.0778205428811,-0.253615691314466,1
"158","sp|P56192|SYMC_HUMAN",19,19,25,23,26,29,26.9089683918295,27.0838040802518,27.1971023819387,27.0205132306264,27.2980064743299,27.3006392521511,0.000293104977066842,1
"159","sp|P17255|VATA_YEAST",30,28,28,17,19,17,28.1614688371025,27.2220189249519,28.7074756213487,27.302649102728,28.5956630357958,27.4706432362806,-1.15643207676217,0.0547465272044377
"160","sp|P49915|GUAA_HUMAN",28,26,29,29,28,31,27.3305014278578,27.5242284367513,27.8060125382235,27.5136732681746,27.8593704201057,27.9338591923258,-0.00804116297843294,1
"161","sp|P04807|HXKB_YEAST",25,29,24,14,21,20,29.2152820689781,28.3660665649226,29.5239695123225,28.4463840404718,29.544450509596,28.7546596007816,-0.9055306282402,0.048379044461387
"162","sp|P06748|NPM_HUMAN",19,21,22,15,18,20,30.4113131413639,30.5002831774358,30.8363233578938,30.5270780779336,30.7916815850423,30.8044554294007,-0.0691671331766344,0.998539328928335
"163","sp|P16862|PFKA2_YEAST",27,27,27,14,18,13,27.7040548640525,26.5125437266639,28.0942263968968,26.9975320029722,28.1644856119364,27.2551460198996,-1.06584837445,0.0849458090674363
"164","sp|P02786|TFR1_HUMAN",28,25,30,25,32,31,28.8111449576958,28.8900057485302,29.2079812614161,28.889549173923,29.1714704884683,29.1706908470795,-0.0801169793491674,1
"165","sp|Q8WUM4|PDC6I_HUMAN",23,26,25,24,23,29,27.5193369063705,27.4069252293802,27.7304033816722,27.5315376903933,28.0050769274625,28.0592526891236,-0.0857005355360343,1
"166","sp|P0A6Y8|DNAK_ECOLI",9,11,9,23,19,23,28.82688117702,28.7751095907503,28.8639764788777,28.6291504763281,29.006679967888,28.905029598377,-0.1294159861101,1
"167","sp|Q08J23|NSUN2_HUMAN",25,19,24,23,23,29,26.5466254429053,26.396490200463,26.8568532022228,26.5724093782355,26.8578512787948,26.8725858361882,-0.139948169678734,1
"168","sp|Q92900|RENT1_HUMAN",24,20,26,29,26,24,26.6200852190934,26.7865009656932,27.251003698551,26.7763990951817,27.1776078024496,27.1377325864553,-0.116021357587934,1
"169","sp|P38009|PUR92_YEAST",27,25,30,16,16,21,28.04472578886,26.9787830656614,28.3469767935924,26.9830733615616,28.4637608305246,27.4410108090332,-1.15086539224027,0.0568169114230066
"170","sp|Q13435|SF3B2_HUMAN",22,21,21,23,22,25,26.8740767877835,26.7500254841233,27.2420289579876,27.0466730793787,27.2596105285011,27.3584821895499,-0.0735118404067675,1
"171","sp|P0CS90|HSP77_YEAST",25,30,25,16,19,23,28.8862609884182,28.0100834507961,29.3351433430344,28.1061589085615,29.3335263627691,28.4121452074795,-1.0088477091282,0.054292198213821
"172","sp|Q15233|NONO_HUMAN",22,22,29,25,30,32,28.3229186499929,28.1998574284142,28.8720412139134,28.5755075097132,28.8076937372294,28.8930127997035,-0.111425287768265,1
"173","sp|P30041|PRDX6_HUMAN",23,23,27,25,25,23,29.174029618662,29.3323149642088,29.422358039486,29.2015088019298,29.5239107844281,29.5080894979441,-0.0261283928311341,1
"174","sp|Q16658|FSCN1_HUMAN",25,25,29,27,26,29,28.6550098319723,28.4824097769697,29.0510547324776,28.8006586166208,29.0254297262566,29.0738563581833,-0.124856512977567,1
"175","sp|P60842|IF4A1_HUMAN",22,23,26,25,24,29,28.8205645416474,28.8368837477034,29.2078052584415,28.9074941055339,29.1507939444062,29.2542948308148,-0.0601636868143333,1
"176","sp|Q02790|FKBP4_HUMAN",24,28,27,25,23,26,27.4865201978414,27.523091334772,27.7646129689079,27.5233954074179,27.8825406256851,27.9016364401778,-0.0618502033555662,1
"177","sp|P25705|ATPA_HUMAN",22,22,28,27,21,28,28.7966470513349,28.8176704263366,29.1552164648351,28.9483736485425,29.2319480017424,29.2685237252675,-0.049747905921933,1
"178","sp|P20700|LMNB1_HUMAN",27,30,28,29,29,27,28.3893273972999,28.4260065816446,28.7724619794174,28.5701510261736,28.8511229900042,28.8819171582892,-0.0449458668713672,1
"179","sp|P49411|EFTU_HUMAN",23,22,24,26,26,25,28.210971220173,28.2066325485009,28.6677285540972,28.3431279598962,28.6686443811812,28.6706323713983,-0.108983758552,1
"180","sp|P12268|IMDH2_HUMAN",20,22,23,20,22,21,27.7128915592349,27.9638858886897,28.1381535029998,27.8999070011667,28.1755838129209,28.2203203120089,0.019161442236566,1
"181","sp|P07244|PUR2_YEAST",25,27,28,21,21,21,27.1696679982535,26.3121877615744,27.7056307000767,26.3514097209744,27.6943500222891,26.7777573677762,-1.04276462343143,0.0776558109144432
"182","sp|P14868|SYDC_HUMAN",25,21,27,25,20,31,27.9143941657609,27.8462431084706,28.2984383791321,28.0524236066486,28.2907288803059,28.3790241198906,-0.0752901967296999,1
"183","sp|P14625|ENPL_HUMAN",28,24,27,26,28,30,29.1819834215248,28.9102461763605,29.574352034012,29.2885414091793,29.6669769078586,29.5822012582499,-0.214107839868569,1
"184","sp|P09436|SYIC_YEAST",27,29,30,16,22,20,27.0342201506024,26.3287840677228,27.4611464231182,26.412491673967,28.4397053571872,26.838131924587,-1.118554754877,0.183148799810158
"185","sp|P38011|GBLP_YEAST",20,24,25,19,16,20,28.0424258795266,27.14103955912,28.4899900173339,27.2047306793608,28.5625665377994,27.4142914176393,-1.11164025951327,0.0573332435487838
"186","sp|P27816|MAP4_HUMAN",21,21,22,22,23,25,26.7319666605222,26.7222221845827,27.1304324644065,26.7947381041564,27.0414541206952,27.1491985310534,-0.0792314752771321,1
"187","sp|Q9H583|HEAT1_HUMAN",15,20,27,26,22,27,26.978232403818,26.8667704948618,27.0622616054338,27.0361388932609,27.6137994668699,27.0835586964893,-0.222608463836567,1
"188","sp|P62937|PPIA_HUMAN",23,20,23,25,22,27,30.1317301305514,30.4472110140082,30.3702498581658,30.0829733071704,30.3802648599261,30.3879856114403,0.0119750279918662,1
"189","sp|Q09028|RBBP4_HUMAN",21,17,23,24,19,24,27.7129090817616,27.9856555676865,28.0969419087504,27.798701190918,28.179643837546,28.0926366648776,-0.0375004681919672,1
"190","sp|P29401|TKT_HUMAN",22,21,20,26,18,22,28.284404621606,28.212723907909,28.6057369913073,28.3335375544512,28.6168036763367,28.6219530334301,-0.112910264486567,1
"191","sp|Q9UQ80|PA2G4_HUMAN",25,28,23,28,26,27,29.2401069597717,29.1661586377334,29.5378600054387,29.2469111906669,29.444081437674,29.503900934621,-0.101692546621033,1
"192","sp|P46821|MAP1B_HUMAN",19,19,20,21,20,20,25.4672862527663,25.3616189502871,25.5231813306775,26.3329504198945,27.2419975467432,25.6982883846958,-0.279869125103199,1
"193","sp|P26639|SYTC_HUMAN",23,23,27,23,20,29,27.8843855625629,27.5138949030195,28.1898507942415,27.4859368866751,28.3048338206162,28.1257120544303,-0.417842111098568,0.821748128229957
"194","sp|Q14566|MCM6_HUMAN",25,26,25,20,25,25,27.4398658773833,27.3156364787884,27.7716931707336,27.5993267481203,27.8138071183241,27.8747355413449,-0.0785557993957996,1
"195","sp|P31948|STIP1_HUMAN",26,27,27,30,29,28,28.6675071401608,28.6142417507444,28.9998388432554,28.8898295031653,29.0880566054903,29.1185403346141,-0.0442636667942343,1
"196","sp|P26637|SYLC_YEAST",27,20,25,18,16,15,27.0751786372451,25.9890029847727,27.2972403924745,26.1509985715093,27.7300779561517,26.3482355287039,-1.20475330029513,0.0552315215253706
"197","sp|P07954|FUMH_HUMAN",19,16,23,21,22,24,27.0064995242652,27.3453085926674,27.5120336790294,27.2540809816271,27.6655884571103,27.6398452121371,0.0183710420089002,1
"198","sp|P40227|TCPZ_HUMAN",19,22,22,24,23,24,28.6908136897591,28.4960260046699,29.0613046038187,28.9175456295894,29.0850675027978,29.1807010650126,-0.0809710323678997,1
"199","sp|P06738|PHSG_YEAST",18,24,29,16,17,14,26.8462551618495,25.7895793135117,27.2033653300913,26.1650371625995,27.3217863742224,26.4254875357678,-0.997100951428066,0.0927943501381545
"200","sp|Cont_P01966|HBA_BOVIN",18,22,18,21,24,25,28.9663887444512,29.075159047093,29.4169707931817,29.5450906749639,29.4011512613083,29.4352413019938,0.0903267417031657,1
"201","sp|Cont_Q29443|TRFE_BOVIN",21,20,21,20,18,23,26.3587281883852,26.3334485645304,26.5975612394051,26.4186936851788,26.8672733658863,26.82187682279,-0.0831812403924677,1
"202","sp|Q6P2E9|EDC4_HUMAN",19,19,21,16,22,21,26.0618495859694,26.3602946753111,26.3706589415791,25.9287410936881,26.4191470135978,26.4209505543146,-0.0472230726108348,1
"203","sp|P31943|HNRH1_HUMAN",18,20,23,23,23,23,28.2602232494182,28.2735950073775,28.6842297187752,28.5286494046307,28.7468503060801,28.768428879156,-0.0402099943697654,1
"204","sp|P55884|EIF3B_HUMAN",23,21,24,24,27,25,27.3538731646637,27.4763427624081,27.6734935858758,27.4122692781493,27.9388186193604,27.705140460309,-0.124144289677834,1
"205","sp|Q9P2J5|SYLC_HUMAN",17,18,18,23,21,27,28.0371522857095,27.9742714712589,27.8068059472771,27.797840790977,28.2660600460353,28.1189021125592,-0.073001301408933,1
"206","sp|P10664|RL4A_YEAST",20,24,28,18,23,19,28.4820047147949,27.7116583623048,29.0330589720571,27.6867059032625,29.0986597408282,28.0285320304443,-1.0622757105562,0.070730959050099
"207","sp|P36776|LONM_HUMAN",18,17,25,19,26,25,27.0223723851138,27.1876057946227,27.3499061531557,27.1180295093597,27.4489883988379,27.4753269845114,-0.0134348828711997,1
"208","sp|O15067|PUR4_HUMAN",19,23,26,19,22,23,26.1210874816363,26.5209412535051,26.866244334142,26.3128894624875,26.6276563326631,26.9149357137476,0.044592760432933,1
"209","sp|P30153|2AAA_HUMAN",19,22,17,21,27,29,27.4370513973981,27.3556444044176,27.8062272580287,27.3658614523121,27.5271583974902,27.6434864209686,-0.135148258406234,0.979244218979669
"210","sp|P38013|AHP1_YEAST",23,23,26,21,18,22,29.3361656038883,28.118565047378,29.7480463225292,28.3200806443574,29.7955370425537,28.6935294955762,-1.2491912605532,0.0403158377624033
"211","sp|P68032|ACTC_HUMAN",22,22,25,25,27,26,31.8873573873139,31.7578195892632,32.1306180065309,31.8551923250576,32.1590203995508,32.112336891478,-0.1505489958656,1
"212","sp|P09211|GSTP1_HUMAN",22,24,21,24,22,24,29.5640573606863,29.5649633921502,29.7601855290289,29.5091999345047,29.8433159407167,29.7932221663114,-0.100057779155199,1
"213","sp|O60841|IF2P_HUMAN",17,23,22,19,21,21,27.0220218165335,26.9966915627515,27.5014155518316,27.2996338348139,27.5952723943912,27.6584093752344,-0.0546583299854989,1
"214","sp|Q7L014|DDX46_HUMAN",18,19,17,19,23,27,26.2647375189286,26.1438712884369,27.3700816679552,26.9326592852082,26.5913673429763,26.776100051297,-0.124518634972669,1
"215","sp|Q9Y4E8|UBP15_HUMAN",22,23,23,18,28,26,26.5894494227669,26.6214489405854,26.8320723761286,26.6127338780152,27.0128277417848,26.9511732631248,-0.0829978196516343,1
"216","sp|P06744|G6PI_HUMAN",18,18,26,18,20,22,28.2247895376051,28.3210815543422,28.7118171372669,28.4363923229066,28.7218643558303,28.7190872293692,-0.0606366413614339,1
"217","sp|Q15366|PCBP2_HUMAN",24,24,21,25,23,25,28.5467108038362,28.504752929632,29.003227596961,28.6546651978563,29.0399237399526,29.0310454037625,-0.133132869832998,1
"218","sp|Q92922|SMRC1_HUMAN",22,22,25,22,21,21,26.2201441839416,26.558540645426,26.6435288077338,26.4536008343131,26.8908968546977,26.8923500181811,0.0499738838490333,1
"219","sp|P04083|ANXA1_HUMAN",19,18,21,18,17,24,29.1060769381103,29.1217554560752,29.5687024365765,29.2760153264249,29.5650904538756,29.6450134301713,-0.0656952052970006,1
"220","sp|P11413|G6PD_HUMAN",23,22,23,21,27,23,27.7936711721342,27.7336001333138,28.0202985585497,27.8326768123387,28.1385861703476,28.0935411989528,-0.0975792521420674,1
"221","sp|Q96AE4|FUBP1_HUMAN",22,22,22,25,23,24,27.3701278423786,27.2440802596121,27.6599456054421,27.5530862144492,27.8302646077187,27.6209844827809,-0.147395699565733,0.971705454906524
"222","sp|Q92621|NU205_HUMAN",14,21,20,21,22,23,26.3907963601004,26.4759963356327,27.1694991860014,26.4693050820024,27.0360637491289,26.6242146994145,-0.342281059393699,0.884895982713059
"223","sp|P60174|TPIS_HUMAN",22,19,22,22,23,23,29.0865457406564,29.2347339772979,29.6185639540736,29.356517926094,29.6078601276335,29.644945900477,-0.0255906728315338,1
"224","sp|P52597|HNRPF_HUMAN",18,20,19,20,21,19,28.2096266393643,27.9292298694654,28.3158759377588,28.0240485170614,28.4194142613941,28.5866330898179,-0.135001787390833,0.984825855461568
"225","sp|Q9UMS4|PRP19_HUMAN",18,18,16,21,17,18,26.732358432056,26.9682453501207,27.215099694618,26.8292520956519,27.2037506551753,27.2153511015104,-0.0461200781887664,1
"226","sp|P53621|COPA_HUMAN",18,22,19,26,19,20,26.3377260128645,26.5399726179554,27.3061266512197,26.6102870626572,27.0418223868984,26.9612104154665,-0.1914016516345,0.992244855881219
"227","sp|P32589|HSP7F_YEAST",21,24,20,17,15,15,28.2893907900475,27.2651646146664,28.5564167104585,27.2962230788283,28.4293860525636,27.7029159412217,-1.0036299727844,0.0662318772848601
"228","sp|O75694|NU155_HUMAN",20,20,20,17,19,20,26.4615436449078,25.9770227237245,26.5713941301662,26.1365024250841,26.4556045296401,26.3487154591123,-0.342100565597735,0.839769511876544
"229","sp|P08670|VIME_HUMAN",23,25,30,28,27,26,28.9561683020658,28.8136876540825,29.3135904071211,28.9711895359637,29.3916763911317,29.203173973465,-0.224461312269135,1
"230","sp|O60506|HNRPQ_HUMAN",25,23,22,26,25,23,28.1949134217491,28.3419104881,28.5914949539217,28.2911326095345,28.6535762467285,28.5926256096256,-0.0714386383797319,1
"231","sp|P00950|PMG1_YEAST",21,20,21,20,16,19,30.5349577736131,29.5540786975396,30.6425587748281,29.4466765762926,30.8389195997083,29.8349422077639,-1.06024622218447,0.0573332435487838
"232","sp|Q13310|PABP4_HUMAN",20,20,23,19,23,25,27.5631087382352,27.625924840587,27.9735784366404,27.7860216957892,28.0468550609508,28.1433724698241,-0.00940774320870001,1
"233","sp|Q15181|IPYR_HUMAN",23,22,22,25,22,23,28.0703743571334,28.1685490958337,28.3377737788679,28.0165143440415,28.3116051750386,28.323499847758,-0.0703966744688991,1
"234","sp|P33176|KINH_HUMAN",21,20,20,22,24,21,25.8440687923538,25.9020719963793,26.2229944315447,26.0213234739816,26.2689576947656,26.4097682288747,-0.000952406476166345,1
"235","sp|P11586|C1TC_HUMAN",20,21,20,22,22,20,26.4195347510657,26.5564781059643,26.9153437475175,26.6824501889496,26.963684139193,27.0048458907494,-0.0182628173709674,1
"236","sp|P49736|MCM2_HUMAN",18,20,23,22,20,23,28.1447784968405,27.3119830171853,27.394762417224,27.0479364868988,27.5118188745207,27.5469329540577,-0.381502443481134,1
"237","sp|P67809|YBOX1_HUMAN",15,19,16,19,15,17,27.9794595621497,27.8150017057552,28.3337333948361,28.0549553365588,28.3946491291343,28.4263920962355,-0.137164315856867,1
"238","sp|O00299|CLIC1_HUMAN",20,21,19,19,17,19,29.8572894828916,29.9926118299057,30.1795167359384,29.9592367282391,30.2457772510893,30.3287272390619,-0.000669224237531315,1
"239","sp|P33993|MCM7_HUMAN",15,18,22,16,22,24,27.0330625018698,27.1415853338146,27.4567491989806,27.1314900961262,27.6193081054833,27.5257391979303,-0.103435059487533,1
"240","sp|P49626|RL4B_YEAST",20,23,25,18,22,20,28.5058264517511,27.7116984777346,29.0444908433281,27.6614918358875,29.0703591241459,28.0013710819051,-1.08203834123263,0.0659149286701634
"241","sp|P33892|GCN1_YEAST",19,26,25,13,7,10,26.215908277538,25.5622949535,26.6659269148915,25.8914281948149,26.744060530986,26.1050489560739,-0.689041206342233,0.376266520691526
"242","sp|O43390|HNRPR_HUMAN",20,21,20,24,22,23,28.178669409504,28.2872246831097,28.5852207955393,28.268024927383,28.6888950487035,28.6591015674141,-0.0794780252800003,1
"243","sp|P17844|DDX5_HUMAN",25,27,23,26,23,27,28.7034644980304,28.8811333830941,29.0597738616106,28.7355613950055,29.0745950631629,29.0756962106483,-0.0484808113520003,1
"244","sp|P36578|RL4_HUMAN",23,24,25,23,27,28,28.7696995511301,28.853517921601,29.2189612214597,28.9040890085593,29.2161993690017,29.1733511049374,-0.0913007021646,1
"245","sp|P54577|SYYC_HUMAN",23,21,21,28,23,23,28.0141257238496,27.8903622570488,28.4439007775825,28.1441305935214,28.4245362779407,28.4044043652314,-0.147888521190399,1
"246","sp|P49790|NU153_HUMAN",16,15,21,14,21,21,25.8895656981507,25.6415254703995,26.5890851056478,25.9908305602602,26.2866883226153,26.2137335985342,-0.3064164990733,1
"247","sp|Q9Y4L1|HYOU1_HUMAN",19,18,21,19,19,23,26.1276159255094,26.2763891144373,26.6961357491422,26.3010746968803,26.623684608105,26.8059056090214,-0.0213556208058658,1
"248","sp|P24928|RPB1_HUMAN",17,17,18,19,20,17,25.5568707415241,25.3196324335877,26.0144782161712,25.5642405665782,25.9047470632576,25.8046710702737,-0.262517316837767,1
"249","sp|Q14697|GANAB_HUMAN",21,18,21,23,29,19,26.7308885326694,26.8468771134483,27.0554942818828,26.8471663352791,27.0995845845877,27.1182378857951,-0.0245620215391339,1
"250","sp|P06105|SC160_YEAST",16,21,19,9,12,11,26.8291331291551,25.7776420034468,27.2365447614839,25.890490381874,27.3905553758614,26.1348723240828,-1.2177428523656,0.053754450349871
"251","sp|P22515|UBA1_YEAST",21,24,23,15,13,18,27.343806509404,26.4228356200935,27.6480823629449,26.7033825393832,27.722880578595,27.0101365638915,-0.859471575858567,0.138765355723201
"252","sp|Q14152|EIF3A_HUMAN",20,24,27,27,24,23,27.0713888723064,27.0132727448414,27.325923012728,27.1235257911625,27.36214101442,27.3398256788123,-0.0942762282127336,1
"253","sp|Q5VYK3|ECM29_HUMAN",16,11,14,21,16,10,25.6679118309787,25.7554546531497,25.9517116746286,25.7430101085642,25.994534888052,25.9898877493991,-0.0419352941821008,1
"254","sp|P63010|AP2B1_HUMAN",20,17,19,23,19,19,26.6624241254738,26.726567010863,27.097941614739,26.7700796975498,27.0295121923586,27.1038339669472,-0.0631324190704667,1
"255","sp|Q8TEQ6|GEMI5_HUMAN",15,18,17,16,11,21,25.7890700125244,26.0174343970795,26.2037387086566,26.0737372347731,26.360351747712,26.382584978384,0.0401987137811991,1
"256","sp|O00267|SPT5H_HUMAN",16,18,19,19,15,20,25.7524717105363,25.4263737955811,26.2559536445416,25.5521124020502,25.8743060066036,25.952161264128,-0.317361299974067,1
