"accession"	"species"	"Accession_without_shared_peptide"	"pep_count"
"sp|A0A1B0GU71|C97D2_HUMAN"	"HUMAN"	FALSE	68
"sp|A0A1B0GUA5|SIM32_HUMAN"	"HUMAN"	TRUE	25
"sp|A0A1B0GUA6|CC195_HUMAN"	"HUMAN"	FALSE	91
"sp|A0A1B0GUA7|TEX51_HUMAN"	"HUMAN"	FALSE	65
"sp|A0A1B0GUA9|CM046_HUMAN"	"HUMAN"	TRUE	85
"sp|A0A1B0GUC4|MYCOS_HUMAN"	"HUMAN"	FALSE	47
"sp|A0A1B0GUI7|BRDOS_HUMAN"	"HUMAN"	FALSE	42
"sp|A0A1B0GUJ8|PNM8C_HUMAN"	"HUMAN"	FALSE	103
"sp|A0A1B0GUQ0|F236A_HUMAN"	"HUMAN"	FALSE	28
"sp|A0A1B0GUS0|CS085_HUMAN"	"HUMAN"	FALSE	50
"sp|A0A1B0GUS4|UB2L5_HUMAN"	"HUMAN"	FALSE	69
"sp|A0A1B0GUT2|CJ143_HUMAN"	"HUMAN"	FALSE	47
"sp|A0A1B0GUU1|CQ113_HUMAN"	"HUMAN"	FALSE	210
"sp|A0A1B0GUV1|CQ114_HUMAN"	"HUMAN"	TRUE	25
"sp|A0A1B0GUV7|TEX48_HUMAN"	"HUMAN"	FALSE	48
"sp|A0A1B0GUW6|SPEM3_HUMAN"	"HUMAN"	FALSE	362
"sp|A0A1B0GUW7|SIM27_HUMAN"	"HUMAN"	FALSE	21
"sp|A0A1B0GUX0|VAFNB_HUMAN"	"HUMAN"	FALSE	98
"sp|A0A1B0GUY1|MRCOL_HUMAN"	"HUMAN"	FALSE	66
"sp|A0A1B0GV03|GG6L7_HUMAN"	"HUMAN"	FALSE	325
"sp|A0A1B0GV22|F236B_HUMAN"	"HUMAN"	FALSE	28
"sp|A0A1B0GV85|RELD1_HUMAN"	"HUMAN"	FALSE	148
"sp|A0A1B0GV90|CTXD2_HUMAN"	"HUMAN"	TRUE	15
"sp|A0A1B0GVD1|F237B_HUMAN"	"HUMAN"	TRUE	50
"sp|A0A1B0GVG4|CC194_HUMAN"	"HUMAN"	FALSE	111
"sp|A0A1B0GVG6|TEX54_HUMAN"	"HUMAN"	TRUE	62
"sp|A0A1B0GVH4|PRS51_HUMAN"	"HUMAN"	FALSE	76
"sp|A0A1B0GVH6|CM042_HUMAN"	"HUMAN"	FALSE	155
"sp|A0A1B0GVH7|IQCM_HUMAN"	"HUMAN"	FALSE	317
"sp|A0A1B0GVK7|F240A_HUMAN"	"HUMAN"	FALSE	64
"sp|A0A1B0GVM5|ETDC_HUMAN"	"HUMAN"	FALSE	36
"sp|A0A1B0GVM6|CK097_HUMAN"	"HUMAN"	FALSE	63
"sp|A0A1B0GVN3|CB092_HUMAN"	"HUMAN"	FALSE	110
"sp|A0A1B0GVQ0|SPAR_HUMAN"	"HUMAN"	FALSE	23
"sp|A0A1B0GVQ3|CC200_HUMAN"	"HUMAN"	FALSE	51
"sp|A0A1B0GVR7|F240C_HUMAN"	"HUMAN"	FALSE	63
"sp|A0A1B0GVS7|MDFI2_HUMAN"	"HUMAN"	TRUE	49
"sp|A0A1B0GVT2|SIM36_HUMAN"	"HUMAN"	TRUE	22
"sp|A0A1B0GVV1|SIM35_HUMAN"	"HUMAN"	TRUE	16
"sp|A0A1B0GVX0|LITAD_HUMAN"	"HUMAN"	TRUE	17
"sp|A0A1B0GVY4|SIM31_HUMAN"	"HUMAN"	FALSE	23
"sp|A0A1B0GVZ2|F240B_HUMAN"	"HUMAN"	FALSE	52
"sp|A0A1B0GVZ6|MB3LB_HUMAN"	"HUMAN"	FALSE	103
"sp|A0A1B0GVZ9|TM269_HUMAN"	"HUMAN"	TRUE	47
"sp|A0A1B0GW35|EXC1L_HUMAN"	"HUMAN"	FALSE	78
"sp|A0A1B0GW54|SIM39_HUMAN"	"HUMAN"	FALSE	19
"sp|A0A1B0GW64|SIM33_HUMAN"	"HUMAN"	TRUE	14
"sp|A0A1B0GWB2|PRT1B_HUMAN"	"HUMAN"	FALSE	42
"sp|A0A1B0GWG4|SRTM2_HUMAN"	"HUMAN"	TRUE	20
"sp|A0A1B0GWH4|HSFX3_HUMAN"	"HUMAN"	FALSE	126
"sp|A0A1B0GWK0|PVLEF_HUMAN"	"HUMAN"	FALSE	45
"sp|A0A1B0GX31|TVB76_HUMAN"	"HUMAN"	FALSE	37
"sp|A0A1B0GX49|TVB64_HUMAN"	"HUMAN"	TRUE	29
"sp|A0A1B0GX51|TVB78_HUMAN"	"HUMAN"	FALSE	32
"sp|A0A1B0GX56|TRDV1_HUMAN"	"HUMAN"	FALSE	41
"sp|A0A1B0GX68|TVB2_HUMAN"	"HUMAN"	FALSE	28
"sp|A0A1B0GX78|TVBL5_HUMAN"	"HUMAN"	FALSE	42
"sp|A0A1B0GX95|TVB74_HUMAN"	"HUMAN"	FALSE	45
"sp|A0A1B0GXF2|TVB72_HUMAN"	"HUMAN"	FALSE	35
"sp|A0A1W2PP97|THSD8_HUMAN"	"HUMAN"	FALSE	40
"sp|A0A1W2PPF3|DUXB_HUMAN"	"HUMAN"	FALSE	125
"sp|A0A1W2PPG7|GBG14_HUMAN"	"HUMAN"	TRUE	20
"sp|A0A1W2PPK0|CPHL2_HUMAN"	"HUMAN"	FALSE	112
"sp|A0A1W2PPM1|CPHXL_HUMAN"	"HUMAN"	FALSE	106
"sp|A0A1W2PQ73|ERFL_HUMAN"	"HUMAN"	FALSE	96
"sp|A0A1W2PQL4|ZN722_HUMAN"	"HUMAN"	FALSE	206
"sp|A0A1W2PR19|GSTT4_HUMAN"	"HUMAN"	FALSE	94
"sp|A0A1W2PR48|TLE7_HUMAN"	"HUMAN"	FALSE	120
"sp|A0A1W2PR82|PERC1_HUMAN"	"HUMAN"	FALSE	77
"sp|A0A1W2PRP0|FOXL3_HUMAN"	"HUMAN"	FALSE	85
"sp|A0A1W2PS18|PMIS2_HUMAN"	"HUMAN"	TRUE	6
"sp|A0A286YEV6|SCGR4_HUMAN"	"HUMAN"	FALSE	31
"sp|A0A286YEX9|SCGRX_HUMAN"	"HUMAN"	TRUE	3
"sp|A0A286YEY9|SCGR1_HUMAN"	"HUMAN"	FALSE	31
"sp|A0A286YF01|SCGR7_HUMAN"	"HUMAN"	FALSE	27
"sp|A0A286YF18|SMI44_HUMAN"	"HUMAN"	FALSE	28
"sp|A0A286YF46|SCGR5_HUMAN"	"HUMAN"	FALSE	27
"sp|A0A286YF58|TM271_HUMAN"	"HUMAN"	FALSE	103
"sp|A0A286YF60|SCGR3_HUMAN"	"HUMAN"	FALSE	29
"sp|A0A286YF77|SCGR6_HUMAN"	"HUMAN"	FALSE	32
"sp|A0A286YFB4|SCGR2_HUMAN"	"HUMAN"	FALSE	31
"sp|A0A286YFG1|SCGR8_HUMAN"	"HUMAN"	FALSE	30
"sp|A0A286YFK9|SIM38_HUMAN"	"HUMAN"	TRUE	12
"sp|A0A2R8Y4L2|RA1L3_HUMAN"	"HUMAN"	FALSE	116
"sp|A0A2R8Y4Y8|OSP4B_HUMAN"	"HUMAN"	FALSE	69
"sp|A0A2R8Y619|H2BK1_HUMAN"	"HUMAN"	FALSE	61
"sp|A0A2R8Y7D0|TINCR_HUMAN"	"HUMAN"	FALSE	56
"sp|A0A2R8YCJ5|SIM41_HUMAN"	"HUMAN"	TRUE	16
"sp|A0A2R8YFL7|OSP4A_HUMAN"	"HUMAN"	FALSE	60
"sp|A0A2R8YFM6|OOSP3_HUMAN"	"HUMAN"	FALSE	24
"sp|A0A2Z4LIS9|FXO3B_HUMAN"	"HUMAN"	FALSE	82
"sp|A0A385XJ53|INSA9_ECOLI"	"ECOLI"	FALSE	33
"sp|A0A385XJE6|INH21_ECOLI"	"ECOLI"	FALSE	140
"sp|A0A385XJK5|YPAB_ECOLI"	"ECOLI"	FALSE	26
"sp|A0A385XJL2|YGDT_ECOLI"	"ECOLI"	TRUE	2
"sp|A0A385XJL4|INSB9_ECOLI"	"ECOLI"	FALSE	83
"sp|A0A3B3IRV3|MCTS2_HUMAN"	"HUMAN"	FALSE	75
"sp|A0A3B3IS91|PLGRF_HUMAN"	"HUMAN"	FALSE	109
"sp|A0A3B3IT33|TR51G_HUMAN"	"HUMAN"	FALSE	184
"sp|A0A3B3IT52|MSD5_HUMAN"	"HUMAN"	FALSE	53
"sp|A0A3B3IU63|H2AL3_HUMAN"	"HUMAN"	FALSE	68
"sp|A0A455ZAR2|PNT87_HUMAN"	"HUMAN"	FALSE	39
"sp|A0A494BZU4|T217B_HUMAN"	"HUMAN"	FALSE	47
"sp|A0A494C086|SPD21_HUMAN"	"HUMAN"	FALSE	216
"sp|A0A494C0N9|F246B_HUMAN"	"HUMAN"	FALSE	121
"sp|A0A494C0Y3|F246A_HUMAN"	"HUMAN"	FALSE	116
"sp|A0A494C0Z2|SPD13_HUMAN"	"HUMAN"	FALSE	112
"sp|A0A494C191|SPD9_HUMAN"	"HUMAN"	FALSE	112
"sp|A0A494C1R9|TSPY9_HUMAN"	"HUMAN"	FALSE	101
"sp|A0A539|TVB42_HUMAN"	"HUMAN"	FALSE	29
"sp|A0A576|TVB31_HUMAN"	"HUMAN"	FALSE	38
"sp|A0A577|TVB41_HUMAN"	"HUMAN"	FALSE	35
"sp|A0A578|TVB51_HUMAN"	"HUMAN"	TRUE	37
"sp|A0A584|TVBK2_HUMAN"	"HUMAN"	FALSE	40
"sp|A0A589|TVB43_HUMAN"	"HUMAN"	FALSE	29
"sp|A0A590UK83|SMI45_HUMAN"	"HUMAN"	FALSE	56
"sp|A0A597|TVB55_HUMAN"	"HUMAN"	FALSE	30
"sp|A0A599|TVB56_HUMAN"	"HUMAN"	FALSE	23
"sp|A0A5A2|TVB58_HUMAN"	"HUMAN"	FALSE	26
"sp|A0A5A6|TVBK3_HUMAN"	"HUMAN"	FALSE	36
"sp|A0A5B0|TVB14_HUMAN"	"HUMAN"	FALSE	45
"sp|A0A5B6|TVB28_HUMAN"	"HUMAN"	FALSE	49
"sp|A0A5B7|TVB29_HUMAN"	"HUMAN"	FALSE	14
"sp|A0A5B9|TRBC2_HUMAN"	"HUMAN"	FALSE	56
"sp|A0A5F9ZH02|SIM42_HUMAN"	"HUMAN"	FALSE	25
"sp|A0A5F9ZHS7|NFILZ_HUMAN"	"HUMAN"	FALSE	111
"sp|A0A6I8PU40|TUG1_HUMAN"	"HUMAN"	FALSE	59
"sp|A0AUZ9|KAL1L_HUMAN"	"HUMAN"	FALSE	415
"sp|A0AV02|S12A8_HUMAN"	"HUMAN"	FALSE	157
"sp|A0AV96|RBM47_HUMAN"	"HUMAN"	FALSE	202
"sp|A0AVF1|IFT56_HUMAN"	"HUMAN"	FALSE	225
"sp|A0AVI2|FR1L5_HUMAN"	"HUMAN"	FALSE	769
"sp|A0AVI4|TM129_HUMAN"	"HUMAN"	FALSE	98
"sp|A0AVK6|E2F8_HUMAN"	"HUMAN"	FALSE	323
"sp|A0AVT1|UBA6_HUMAN"	"HUMAN"	FALSE	362
"sp|A0FGR8|ESYT2_HUMAN"	"HUMAN"	FALSE	375
"sp|A0FGR9|ESYT3_HUMAN"	"HUMAN"	FALSE	366
"sp|A0JD32|TV382_HUMAN"	"HUMAN"	FALSE	32
"sp|A0JD36|TRDV2_HUMAN"	"HUMAN"	FALSE	38
"sp|A0JD37|TRDV3_HUMAN"	"HUMAN"	FALSE	29
"sp|A0JLT2|MED19_HUMAN"	"HUMAN"	FALSE	74
"sp|A0JNW5|UH1BL_HUMAN"	"HUMAN"	FALSE	537
"sp|A0JP26|POTB3_HUMAN"	"HUMAN"	FALSE	270
"sp|A0M8Q6|IGLC7_HUMAN"	"HUMAN"	FALSE	36
"sp|A0MZ66|SHOT1_HUMAN"	"HUMAN"	FALSE	317
"sp|A0PG75|PLS5_HUMAN"	"HUMAN"	FALSE	74
"sp|A0PJE2|DHR12_HUMAN"	"HUMAN"	FALSE	116
"sp|A0PJK1|SC5AA_HUMAN"	"HUMAN"	FALSE	115
"sp|A0PJW6|TM223_HUMAN"	"HUMAN"	FALSE	69
"sp|A0PJW8|DAPL1_HUMAN"	"HUMAN"	FALSE	58
"sp|A0PJX0|CIB4_HUMAN"	"HUMAN"	FALSE	58
"sp|A0PJX2|TLDC2_HUMAN"	"HUMAN"	TRUE	62
"sp|A0PJX4|SHSA3_HUMAN"	"HUMAN"	TRUE	53
"sp|A0PJX8|TMM82_HUMAN"	"HUMAN"	TRUE	74
"sp|A0PJY2|FEZF1_HUMAN"	"HUMAN"	FALSE	184
"sp|A0PJZ0|A20A5_HUMAN"	"HUMAN"	FALSE	73
"sp|A0PJZ3|GXLT2_HUMAN"	"HUMAN"	FALSE	172
"sp|A0PK00|T120B_HUMAN"	"HUMAN"	FALSE	134
"sp|A0PK05|TMM72_HUMAN"	"HUMAN"	TRUE	56
"sp|A0PK11|CLRN2_HUMAN"	"HUMAN"	FALSE	57
"sp|A0ZSE6|CC50C_HUMAN"	"HUMAN"	TRUE	46
"sp|A1A4F0|S66AL_HUMAN"	"HUMAN"	FALSE	47
"sp|A1A4G5|LNP1_HUMAN"	"HUMAN"	FALSE	117
"sp|A1A4S6|RHG10_HUMAN"	"HUMAN"	FALSE	334
"sp|A1A4V9|CF119_HUMAN"	"HUMAN"	FALSE	135
"sp|A1A4Y4|IRGM_HUMAN"	"HUMAN"	TRUE	56
"sp|A1A519|F170A_HUMAN"	"HUMAN"	FALSE	124
"sp|A1A580|KR231_HUMAN"	"HUMAN"	FALSE	3
"sp|A1A5B4|ANO9_HUMAN"	"HUMAN"	FALSE	289
"sp|A1A5C7|S22AN_HUMAN"	"HUMAN"	FALSE	182
"sp|A1A5D9|BICL2_HUMAN"	"HUMAN"	FALSE	238
"sp|A1E959|ODAM_HUMAN"	"HUMAN"	FALSE	35
"sp|A1IGU5|ARH37_HUMAN"	"HUMAN"	FALSE	265
"sp|A1KXE4|F168B_HUMAN"	"HUMAN"	TRUE	18
"sp|A1KZ92|PXDNL_HUMAN"	"HUMAN"	FALSE	513
"sp|A1L020|MEX3A_HUMAN"	"HUMAN"	FALSE	178
"sp|A1L0T0|HACL2_HUMAN"	"HUMAN"	FALSE	205
"sp|A1L157|TSN11_HUMAN"	"HUMAN"	FALSE	69
"sp|A1L162|ERIC2_HUMAN"	"HUMAN"	TRUE	47
"sp|A1L167|U2QL1_HUMAN"	"HUMAN"	FALSE	66
"sp|A1L168|CT202_HUMAN"	"HUMAN"	FALSE	61
"sp|A1L170|CA226_HUMAN"	"HUMAN"	FALSE	91
"sp|A1L188|NDUF8_HUMAN"	"HUMAN"	FALSE	39
"sp|A1L190|SYCE3_HUMAN"	"HUMAN"	FALSE	41
"sp|A1L1A6|IGS23_HUMAN"	"HUMAN"	FALSE	44
"sp|A1L390|PKHG3_HUMAN"	"HUMAN"	FALSE	470
"sp|A1L3X0|ELOV7_HUMAN"	"HUMAN"	FALSE	89
"sp|A1L3X4|MT1DP_HUMAN"	"HUMAN"	FALSE	19
"sp|A1L429|GG12C_HUMAN"	"HUMAN"	FALSE	22
"sp|A1L443|NTM2F_HUMAN"	"HUMAN"	FALSE	215
"sp|A1L453|PRS38_HUMAN"	"HUMAN"	FALSE	62
"sp|A1L4H1|SRCRL_HUMAN"	"HUMAN"	FALSE	389
"sp|A1L4K1|FSD2_HUMAN"	"HUMAN"	FALSE	250
"sp|A1L4L8|PL8L1_HUMAN"	"HUMAN"	FALSE	55
"sp|A1L4Q6|YK033_HUMAN"	"HUMAN"	TRUE	51
"sp|A1X283|SPD2B_HUMAN"	"HUMAN"	FALSE	385
"sp|A1XBS5|CBAR1_HUMAN"	"HUMAN"	FALSE	146
"sp|A1YPR0|ZBT7C_HUMAN"	"HUMAN"	FALSE	193
"sp|A1Z1Q3|MACD2_HUMAN"	"HUMAN"	FALSE	164
"sp|A2A288|ZC12D_HUMAN"	"HUMAN"	FALSE	219
"sp|A2A2V5|SRTM1_HUMAN"	"HUMAN"	TRUE	9
"sp|A2A2Y4|FRMD3_HUMAN"	"HUMAN"	FALSE	249
"sp|A2A2Z9|AN18B_HUMAN"	"HUMAN"	FALSE	571
"sp|A2A368|MAGBG_HUMAN"	"HUMAN"	FALSE	122
"sp|A2A3K4|PTPC1_HUMAN"	"HUMAN"	FALSE	284
"sp|A2A3L6|TTC24_HUMAN"	"HUMAN"	FALSE	221
"sp|A2A3N6|PIPSL_HUMAN"	"HUMAN"	FALSE	276
"sp|A2AJT9|BCLA3_HUMAN"	"HUMAN"	FALSE	422
"sp|A2CJ06|DYTN_HUMAN"	"HUMAN"	FALSE	254
"sp|A2IDD5|CCD78_HUMAN"	"HUMAN"	FALSE	179
"sp|A2NJV5|KV229_HUMAN"	"HUMAN"	FALSE	24
"sp|A2P2R3|YM084_YEAST"	"YEAST"	FALSE	94
"sp|A2PYH4|HFM1_HUMAN"	"HUMAN"	FALSE	603
"sp|A2RRD8|ZN320_HUMAN"	"HUMAN"	FALSE	266
"sp|A2RRH5|WDR27_HUMAN"	"HUMAN"	FALSE	263
"sp|A2RRL7|TM213_HUMAN"	"HUMAN"	TRUE	22
"sp|A2RRP1|NBAS_HUMAN"	"HUMAN"	FALSE	864
"sp|A2RTX5|SYTC2_HUMAN"	"HUMAN"	FALSE	330
"sp|A2RTY3|HEAT9_HUMAN"	"HUMAN"	FALSE	266
"sp|A2RU14|TM218_HUMAN"	"HUMAN"	FALSE	18
"sp|A2RU30|TESP1_HUMAN"	"HUMAN"	FALSE	191
"sp|A2RU37|CI170_HUMAN"	"HUMAN"	FALSE	63
"sp|A2RU48|SMCO3_HUMAN"	"HUMAN"	FALSE	102
"sp|A2RU49|HYKK_HUMAN"	"HUMAN"	FALSE	122
"sp|A2RU54|HMX2_HUMAN"	"HUMAN"	FALSE	113
"sp|A2RU67|F234B_HUMAN"	"HUMAN"	FALSE	160
"sp|A2RUB1|MEIOC_HUMAN"	"HUMAN"	FALSE	343
"sp|A2RUB6|CCD66_HUMAN"	"HUMAN"	FALSE	488
"sp|A2RUC4|TYW5_HUMAN"	"HUMAN"	FALSE	151
"sp|A2RUG3|XKRY2_HUMAN"	"HUMAN"	FALSE	26
"sp|A2RUH7|MBPHL_HUMAN"	"HUMAN"	FALSE	123
"sp|A2RUQ5|CQ102_HUMAN"	"HUMAN"	TRUE	62
"sp|A2RUR9|C144A_HUMAN"	"HUMAN"	FALSE	676
"sp|A2RUS2|DEND3_HUMAN"	"HUMAN"	FALSE	446
"sp|A2RUT3|TMM89_HUMAN"	"HUMAN"	FALSE	50
"sp|A2RUU4|COLL1_HUMAN"	"HUMAN"	FALSE	53
"sp|A2VCK2|DCD2B_HUMAN"	"HUMAN"	FALSE	130
"sp|A2VDF0|FUCM_HUMAN"	"HUMAN"	FALSE	53
"sp|A2VDJ0|T131L_HUMAN"	"HUMAN"	FALSE	507
"sp|A2VEC9|SSPO_HUMAN"	"HUMAN"	FALSE	1141
"sp|A3KFT3|OR2M5_HUMAN"	"HUMAN"	FALSE	70
"sp|A3KMH1|VWA8_HUMAN"	"HUMAN"	FALSE	778
"sp|A3KN83|SBNO1_HUMAN"	"HUMAN"	FALSE	565
"sp|A3QJZ6|PRA22_HUMAN"	"HUMAN"	FALSE	196
"sp|A3QJZ7|PRA27_HUMAN"	"HUMAN"	FALSE	192
"sp|A4D0S4|LAMB4_HUMAN"	"HUMAN"	FALSE	574
"sp|A4D0T7|SIM30_HUMAN"	"HUMAN"	TRUE	6
"sp|A4D0V7|CPED1_HUMAN"	"HUMAN"	FALSE	347
"sp|A4D0Y5|CG077_HUMAN"	"HUMAN"	TRUE	35
"sp|A4D126|ISPD_HUMAN"	"HUMAN"	FALSE	152
"sp|A4D161|F221A_HUMAN"	"HUMAN"	FALSE	104
"sp|A4D1B5|GSAP_HUMAN"	"HUMAN"	FALSE	280
"sp|A4D1E1|Z804B_HUMAN"	"HUMAN"	FALSE	572
"sp|A4D1E9|GTPBA_HUMAN"	"HUMAN"	FALSE	170
"sp|A4D1F6|LRRD1_HUMAN"	"HUMAN"	FALSE	336
"sp|A4D1N5|YG018_HUMAN"	"HUMAN"	TRUE	51
"sp|A4D1P6|WDR91_HUMAN"	"HUMAN"	FALSE	281
"sp|A4D1S0|KLRG2_HUMAN"	"HUMAN"	FALSE	109
"sp|A4D1S5|RAB19_HUMAN"	"HUMAN"	FALSE	83
"sp|A4D1T9|PRS37_HUMAN"	"HUMAN"	TRUE	77
"sp|A4D1U4|DEN11_HUMAN"	"HUMAN"	FALSE	144
"sp|A4D1Z8|GRIFN_HUMAN"	"HUMAN"	FALSE	43
"sp|A4D250|BLACE_HUMAN"	"HUMAN"	TRUE	42
"sp|A4D256|CC14C_HUMAN"	"HUMAN"	FALSE	167
"sp|A4D263|SPT48_HUMAN"	"HUMAN"	FALSE	175
"sp|A4D2B0|MBLC1_HUMAN"	"HUMAN"	TRUE	57
"sp|A4D2B8|PM2P1_HUMAN"	"HUMAN"	FALSE	154
"sp|A4D2G3|O2A25_HUMAN"	"HUMAN"	FALSE	62
"sp|A4D2H0|CTGEF_HUMAN"	"HUMAN"	FALSE	351
"sp|A4D2P6|GRD2I_HUMAN"	"HUMAN"	FALSE	451
"sp|A4FU01|MTMRB_HUMAN"	"HUMAN"	FALSE	238
"sp|A4FU28|CTGE9_HUMAN"	"HUMAN"	FALSE	350
"sp|A4FU49|SH321_HUMAN"	"HUMAN"	FALSE	292
"sp|A4FU69|EFCB5_HUMAN"	"HUMAN"	FALSE	636
"sp|A4GXA9|EME2_HUMAN"	"HUMAN"	FALSE	133
"sp|A4IF30|S35F4_HUMAN"	"HUMAN"	FALSE	160
"sp|A4QMS7|CE049_HUMAN"	"HUMAN"	FALSE	63
"sp|A4QN01|CJ040_HUMAN"	"HUMAN"	FALSE	55
"sp|A4QPB2|LRP5L_HUMAN"	"HUMAN"	FALSE	94
"sp|A4QPH2|PI4P2_HUMAN"	"HUMAN"	FALSE	232
"sp|A4UGR9|XIRP2_HUMAN"	"HUMAN"	FALSE	1595
"sp|A5A3E0|POTEF_HUMAN"	"HUMAN"	FALSE	466
"sp|A5A605|YKFM_ECOLI"	"ECOLI"	FALSE	42
"sp|A5A607|YLCI_ECOLI"	"ECOLI"	FALSE	35
"sp|A5A611|YMGI_ECOLI"	"ECOLI"	TRUE	13
"sp|A5A612|YMGJ_ECOLI"	"ECOLI"	TRUE	35
"sp|A5A613|YCIY_ECOLI"	"ECOLI"	FALSE	46
"sp|A5A614|YCIZ_ECOLI"	"ECOLI"	FALSE	17
"sp|A5A615|YNCL_ECOLI"	"ECOLI"	FALSE	6
"sp|A5A616|MGTS_ECOLI"	"ECOLI"	TRUE	2
"sp|A5A617|YDGU_ECOLI"	"ECOLI"	FALSE	7
"sp|A5A618|YNHF_ECOLI"	"ECOLI"	TRUE	3
"sp|A5A619|YOJO_ECOLI"	"ECOLI"	TRUE	19
"sp|A5A621|YPFM_ECOLI"	"ECOLI"	TRUE	8
"sp|A5A624|DINQ_ECOLI"	"ECOLI"	TRUE	5
"sp|A5A625|YIBV_ECOLI"	"ECOLI"	FALSE	47
"sp|A5A627|TISB_ECOLI"	"ECOLI"	TRUE	5
"sp|A5A628|YJBT_ECOLI"	"ECOLI"	FALSE	32
"sp|A5A630|YTCA_ECOLI"	"ECOLI"	TRUE	19
"sp|A5D6W6|FITM1_HUMAN"	"HUMAN"	TRUE	77
"sp|A5D8T8|CL18A_HUMAN"	"HUMAN"	FALSE	150
"sp|A5D8V6|VP37C_HUMAN"	"HUMAN"	FALSE	90
"sp|A5D8V7|ODAD3_HUMAN"	"HUMAN"	FALSE	330
"sp|A5D8W1|CFA69_HUMAN"	"HUMAN"	FALSE	381
"sp|A5LHX3|PSB11_HUMAN"	"HUMAN"	FALSE	100
"sp|A5PKW4|PSD1_HUMAN"	"HUMAN"	FALSE	365
"sp|A5PL33|KRBA1_HUMAN"	"HUMAN"	FALSE	306
"sp|A5PLK6|RGSL_HUMAN"	"HUMAN"	FALSE	490
"sp|A5PLL1|AN34B_HUMAN"	"HUMAN"	FALSE	204
"sp|A5PLL7|PDES1_HUMAN"	"HUMAN"	FALSE	74
"sp|A5PLN7|F149A_HUMAN"	"HUMAN"	FALSE	291
"sp|A5PLN9|TPC13_HUMAN"	"HUMAN"	FALSE	128
"sp|A5X5Y0|5HT3E_HUMAN"	"HUMAN"	FALSE	108
"sp|A5YKK6|CNOT1_HUMAN"	"HUMAN"	FALSE	782
"sp|A5YM69|ARG35_HUMAN"	"HUMAN"	FALSE	131
"sp|A5YM72|CRNS1_HUMAN"	"HUMAN"	FALSE	251
"sp|A5Z2X5|YP010_YEAST"	"YEAST"	TRUE	25
"sp|A6BM72|MEG11_HUMAN"	"HUMAN"	FALSE	200
"sp|A6H8M9|CDHR4_HUMAN"	"HUMAN"	FALSE	155
"sp|A6H8Y1|BDP1_HUMAN"	"HUMAN"	FALSE	1137
"sp|A6H8Z2|F221B_HUMAN"	"HUMAN"	FALSE	118
"sp|A6NC05|YD286_HUMAN"	"HUMAN"	FALSE	56
"sp|A6NC42|DPPA5_HUMAN"	"HUMAN"	FALSE	51
"sp|A6NC51|T150B_HUMAN"	"HUMAN"	FALSE	42
"sp|A6NC57|ANR62_HUMAN"	"HUMAN"	FALSE	470
"sp|A6NC62|RAKDN_HUMAN"	"HUMAN"	TRUE	35
"sp|A6NC78|GOG8I_HUMAN"	"HUMAN"	FALSE	295
"sp|A6NC86|PINLY_HUMAN"	"HUMAN"	TRUE	50
"sp|A6NC97|F172B_HUMAN"	"HUMAN"	FALSE	135
"sp|A6NC98|CC88B_HUMAN"	"HUMAN"	FALSE	668
"sp|A6NCC3|GOG8O_HUMAN"	"HUMAN"	FALSE	280
"sp|A6NCE7|MP3B2_HUMAN"	"HUMAN"	FALSE	58
"sp|A6NCF5|KLH33_HUMAN"	"HUMAN"	FALSE	148
"sp|A6NCF6|MA13P_HUMAN"	"HUMAN"	FALSE	144
"sp|A6NCI4|VWA3A_HUMAN"	"HUMAN"	FALSE	491
"sp|A6NCI5|SIM16_HUMAN"	"HUMAN"	TRUE	14
"sp|A6NCI8|CB078_HUMAN"	"HUMAN"	FALSE	276
"sp|A6NCJ1|CS071_HUMAN"	"HUMAN"	FALSE	73
"sp|A6NCK2|TR43B_HUMAN"	"HUMAN"	FALSE	183
"sp|A6NCL1|GEMC1_HUMAN"	"HUMAN"	FALSE	114
"sp|A6NCL2|LRCL1_HUMAN"	"HUMAN"	TRUE	44
"sp|A6NCL7|AN33B_HUMAN"	"HUMAN"	FALSE	211
"sp|A6NCM1|IQCAL_HUMAN"	"HUMAN"	FALSE	449
"sp|A6NCN2|KR87P_HUMAN"	"HUMAN"	FALSE	135
"sp|A6NCN8|TEX52_HUMAN"	"HUMAN"	FALSE	129
"sp|A6NCQ9|RN222_HUMAN"	"HUMAN"	TRUE	76
"sp|A6NCS4|NKX26_HUMAN"	"HUMAN"	FALSE	118
"sp|A6NCS6|CB072_HUMAN"	"HUMAN"	FALSE	102
"sp|A6NCV1|O6C74_HUMAN"	"HUMAN"	FALSE	71
"sp|A6NCW0|U17L3_HUMAN"	"HUMAN"	FALSE	184
"sp|A6NCW7|U17L4_HUMAN"	"HUMAN"	FALSE	174
"sp|A6ND01|JUNO_HUMAN"	"HUMAN"	FALSE	69
"sp|A6ND36|FA83G_HUMAN"	"HUMAN"	FALSE	316
"sp|A6ND48|O14I1_HUMAN"	"HUMAN"	FALSE	72
"sp|A6ND91|ASPDH_HUMAN"	"HUMAN"	FALSE	80
"sp|A6NDA9|LRIT2_HUMAN"	"HUMAN"	FALSE	148
"sp|A6NDB9|PALM3_HUMAN"	"HUMAN"	FALSE	244
"sp|A6NDD5|SYN1L_HUMAN"	"HUMAN"	FALSE	47
