description,gene_name
sp|Q8NBZ7|UXS1_HUMAN,Q8NBZ7
sp|P11473|VDR_HUMAN,P11473
sp|Q9UPW8|UN13A_HUMAN,Q9UPW8
sp|Q9P0L0|VAPA_HUMAN,Q9P0L0
sp|Q9BXT4|TDRD1_HUMAN,Q9BXT4
sp|Q8NAT2|TDRD5_HUMAN,Q8NAT2
sp|O60347|TBC12_HUMAN,O60347
sp|P0CG35|TB15B_HUMAN,P0CG35
sp|P40227|TCPZ_HUMAN,P40227
sp|Q13569|TDG_HUMAN,Q13569
sp|Q0P6H9|TMM62_HUMAN,Q0P6H9
sp|O60507|TPST1_HUMAN,O60507
sp|Q9UKU6|TRHDE_HUMAN,Q9UKU6
sp|Q8N6Q1|TMC5A_HUMAN,Q8N6Q1
sp|O95150|TNF15_HUMAN,O95150
sp|Q9UK28|TM59L_HUMAN,Q9UK28
sp|Q9NP99|TREM1_HUMAN,Q9NP99
sp|Q8N616|TM148_HUMAN,Q8N616
sp|P35503|UD13_HUMAN,P35503
sp|Q9BXU7|UBP26_HUMAN,Q9BXU7
sp|A0A0A6YYG2|TVB66_HUMAN,A0A0A6YYG2
sp|P61088|UBE2N_HUMAN,P61088
sp|Q9H313|TTYH1_HUMAN,Q9H313
sp|Q5JXB2|UE2NL_HUMAN,Q5JXB2
sp|O60637|TSN3_HUMAN,O60637
sp|Q9GZX9|TWSG1_HUMAN,Q9GZX9
sp|Q15361|TTF1_HUMAN,Q15361
sp|A0A0B4J249|TVA5_HUMAN,A0A0B4J249
sp|Q14146|URB2_HUMAN,Q14146
sp|Q8N6Y0|USBP1_HUMAN,Q8N6Y0
sp|A0A5B6|TVB28_HUMAN,A0A5B6
sp|Q7Z4L5|TT21B_HUMAN,Q7Z4L5
sp|A0A0K0K1B3|TVB30_HUMAN,A0A0K0K1B3
sp|Q0VG73|YC023_HUMAN,Q0VG73
sp|A6NGE7|URAD_HUMAN,A6NGE7
sp|Q9UHT4|YG001_HUMAN,Q9UHT4
sp|Q8NBF4|YG006_HUMAN,Q8NBF4
sp|A4D1N5|YG018_HUMAN,A4D1N5
sp|Q6ZRM9|YG024_HUMAN,Q6ZRM9
sp|Q75L30|YG027_HUMAN,Q75L30
sp|Q8N976|YG039_HUMAN,Q8N976
sp|Q9BZS9|YG041_HUMAN,Q9BZS9
sp|Q8N814|YG045_HUMAN,Q8N814
sp|Q9HAA7|YG046_HUMAN,Q9HAA7
sp|P58557|YBEY_HUMAN,P58557
sp|Q9H8V8|YD018_HUMAN,Q9H8V8
sp|Q6ZRP5|YD019_HUMAN,Q6ZRP5
sp|A8MVM7|YD021_HUMAN,A8MVM7
sp|Q6ZS92|YD022_HUMAN,Q6ZS92
sp|A6NC05|YD286_HUMAN,A6NC05
sp|Q6ZR03|YU004_HUMAN,Q6ZR03
sp|A8MT66|YU005_HUMAN,A8MT66
sp|A8MWP4|YU008_HUMAN,A8MWP4
sp|Q6ZRG5|YQ015_HUMAN,Q6ZRG5
sp|Q6ZRU5|YQ032_HUMAN,Q6ZRU5
sp|A8MZ25|YQ037_HUMAN,A8MZ25
sp|A8MU10|YQ047_HUMAN,A8MU10
sp|A8MUN3|YQ048_HUMAN,A8MUN3
sp|Q6ZS49|YQ050_HUMAN,Q6ZS49
sp|P59817|Z280A_HUMAN,P59817
sp|Q86YH2|Z280B_HUMAN,Q86YH2
sp|Q6N043|Z280D_HUMAN,Q6N043
sp|Q9HBT8|Z286A_HUMAN,Q9HBT8
sp|Q86Y25|Z354C_HUMAN,Q86Y25
sp|Q96PM9|Z385A_HUMAN,Q96PM9
sp|Q66K41|Z385C_HUMAN,Q66K41
sp|Q9H6B1|Z385D_HUMAN,Q9H6B1
sp|P30926|ACHB4_HUMAN,P30926
sp|Q12979|ABR_HUMAN,Q12979
sp|Q8WWZ7|ABCA5_HUMAN,Q8WWZ7
sp|Q6UWZ7|ABRX1_HUMAN,Q6UWZ7
sp|Q9UKV3|ACINU_HUMAN,Q9UKV3
sp|Q9BV23|ABHD6_HUMAN,Q9BV23
sp|Q7L211|ABHDD_HUMAN,Q7L211
sp|Q5TYW2|A20A1_HUMAN,Q5TYW2
sp|Q7L4P6|BEND5_HUMAN,Q7L4P6
sp|Q8N1M1|BEST3_HUMAN,Q8N1M1
sp|Q8NFU0|BEST4_HUMAN,Q8NFU0
sp|Q96P26|5NT1B_HUMAN,Q96P26
sp|Q9H0P0|5NT3A_HUMAN,Q9H0P0
sp|O00400|ACATN_HUMAN,O00400
sp|P08173|ACM4_HUMAN,P08173
sp|O15155|BET1_HUMAN,O15155
sp|Q5FVE4|ACBG2_HUMAN,Q5FVE4
sp|Q4AC99|1A1L2_HUMAN,Q4AC99
sp|Q8NDB2|BANK1_HUMAN,Q8NDB2
sp|Q13075|BIRC1_HUMAN,Q13075
sp|Q8N9N5|BANP_HUMAN,Q8N9N5
sp|Q9BXK5|B2L13_HUMAN,Q9BXK5
sp|O15392|BIRC5_HUMAN,O15392
sp|Q9NPJ3|ACO13_HUMAN,Q9NPJ3
sp|O00590|ACKR2_HUMAN,O00590
sp|O60566|BUB1B_HUMAN,O60566
sp|P61769|B2MG_HUMAN,P61769
sp|Q15173|2A5B_HUMAN,Q15173
sp|Q16537|2A5E_HUMAN,Q16537
sp|P22303|ACES_HUMAN,P22303
sp|P21399|ACOHC_HUMAN,P21399
sp|Q8WZ19|BACD1_HUMAN,Q8WZ19
sp|P30153|2AAA_HUMAN,P30153
sp|O00154|BACH_HUMAN,O00154
sp|Q99798|ACON_HUMAN,Q99798
sp|P30154|2AAB_HUMAN,P30154
sp|P62258|1433E_HUMAN,P62258
sp|Q10589|BST2_HUMAN,Q10589
sp|Q6QNY1|BL1S2_HUMAN,Q6QNY1
sp|Q9P2W7|B3GA1_HUMAN,Q9P2W7
sp|Q9H7C9|AAMDC_HUMAN,Q9H7C9
sp|Q86TX2|ACOT1_HUMAN,Q86TX2
sp|Q9GZZ6|ACH10_HUMAN,Q9GZZ6
sp|Q96KV6|BT2A3_HUMAN,Q96KV6
sp|P61981|1433G_HUMAN,P61981
sp|O14734|ACOT8_HUMAN,O14734
sp|O95429|BAG4_HUMAN,O95429
sp|Q9H9L7|AKIR1_HUMAN,Q9H9L7
sp|Q15699|ALX1_HUMAN,Q15699
sp|Q9H161|ALX4_HUMAN,Q9H161
sp|A9YTQ3|AHRR_HUMAN,A9YTQ3
sp|Q9HBW9|AGRL4_HUMAN,Q9HBW9
sp|Q15582|BGH3_HUMAN,Q15582
sp|O00253|AGRP_HUMAN,O00253
sp|O95994|AGR2_HUMAN,O95994
sp|P35869|AHR_HUMAN,P35869
sp|Q6ZT62|BGIN_HUMAN,Q6ZT62
sp|Q9BXH1|BBC3_HUMAN,Q9BXH1
sp|Q719I0|AHSA2_HUMAN,Q719I0
sp|Q9H6S1|AZI2_HUMAN,Q9H6S1
sp|Q14137|BOP1_HUMAN,Q14137
sp|Q6PI77|BHLH9_HUMAN,Q6PI77
sp|P31749|AKT1_HUMAN,P31749
sp|Q9BYV1|AGT2_HUMAN,Q9BYV1
sp|P02760|AMBP_HUMAN,P02760
sp|O60241|AGRB2_HUMAN,O60241
sp|Q93088|BHMT1_HUMAN,Q93088
sp|P31751|AKT2_HUMAN,P31751
sp|Q9BQI0|AIF1L_HUMAN,Q9BQI0
sp|Q99217|AMELX_HUMAN,Q99217
sp|Q8N944|AMER3_HUMAN,Q8N944
sp|P40394|ADH7_HUMAN,P40394
sp|P43235|CATK_HUMAN,P43235
sp|P06881|CALCA_HUMAN,P06881
sp|Q6NS38|ALKB2_HUMAN,Q6NS38
sp|Q9NXW9|ALKB4_HUMAN,Q9NXW9
sp|Q3KRA9|ALKB6_HUMAN,Q3KRA9
sp|Q8NAP1|CAST3_HUMAN,Q8NAP1
sp|P17516|AK1C4_HUMAN,P17516
sp|Q96KX2|CAZA3_HUMAN,Q96KX2
sp|Q8N163|CCAR2_HUMAN,Q8N163
sp|Q13166|CATR1_HUMAN,Q13166
sp|Q8WU43|CB015_HUMAN,Q8WU43
sp|Q68DN1|CB016_HUMAN,Q68DN1
sp|Q9NWW7|CB042_HUMAN,Q9NWW7
sp|Q6ZSB3|CB046_HUMAN,Q6ZSB3
sp|Q2TAA5|ALG11_HUMAN,Q2TAA5
sp|Q86UN6|AKA28_HUMAN,Q86UN6
sp|P55196|AFAD_HUMAN,P55196
sp|P0CW23|AKAI1_HUMAN,P0CW23
sp|P20292|AL5AP_HUMAN,P20292
sp|Q60I27|AL2CL_HUMAN,Q60I27
sp|P51826|AFF3_HUMAN,P51826
sp|Q9UKF5|ADA29_HUMAN,Q9UKF5
sp|Q9H9S4|CB39L_HUMAN,Q9H9S4
sp|Q8TD30|ALAT2_HUMAN,Q8TD30
sp|P40145|ADCY8_HUMAN,P40145
sp|P24298|ALAT1_HUMAN,P24298
sp|Q8WTP8|AEN_HUMAN,Q8WTP8
sp|P84996|ALEX_HUMAN,P84996
sp|Q6UXC1|AEGP_HUMAN,Q6UXC1
sp|Q8NDL9|CBPC5_HUMAN,Q8NDL9
sp|Q96MC4|C295L_HUMAN,Q96MC4
sp|Q8N350|CBARP_HUMAN,Q8N350
sp|Q96EY9|ADAT3_HUMAN,Q96EY9
sp|Q6PK04|CC137_HUMAN,Q6PK04
sp|O00555|CAC1A_HUMAN,O00555
sp|P14621|ACYP2_HUMAN,P14621
sp|P49069|CAMLG_HUMAN,P49069
sp|Q8N715|CC185_HUMAN,Q8N715
sp|Q7Z4H4|ADM2_HUMAN,Q7Z4H4
sp|Q9H2P0|ADNP_HUMAN,Q9H2P0
sp|O60488|ACSL4_HUMAN,O60488
sp|Q6P461|ACSM6_HUMAN,Q6P461
sp|Q96P64|AGAP4_HUMAN,Q96P64
sp|Q9Y2J4|AMOL2_HUMAN,Q9Y2J4
sp|Q96P47|AGAP3_HUMAN,Q96P47
sp|P55087|AQP4_HUMAN,P55087
sp|P04003|C4BPA_HUMAN,P04003
sp|P08588|ADRB1_HUMAN,P08588
sp|Q8IWT0|ARCH_HUMAN,Q8IWT0
sp|Q8IVW6|ARI3B_HUMAN,Q8IVW6
sp|P07451|CAH3_HUMAN,P07451
sp|Q4LE39|ARI4B_HUMAN,Q4LE39
sp|O43315|AQP9_HUMAN,O43315
sp|O14727|APAF_HUMAN,O14727
sp|P05090|APOD_HUMAN,P05090
sp|Q96KT6|CH014_HUMAN,Q96KT6
sp|Q8WW43|APH1B_HUMAN,Q8WW43
sp|P01160|ANF_HUMAN,P01160
sp|Q96QE3|ATAD5_HUMAN,Q96QE3
sp|P08243|ASNS_HUMAN,P08243
sp|P54793|ARSF_HUMAN,P54793
sp|Q6UWY0|ARSK_HUMAN,Q6UWY0
sp|P18440|ARY1_HUMAN,P18440
sp|P07306|ASGR1_HUMAN,P07306
sp|P22362|CCL1_HUMAN,P22362
sp|P27540|ARNT_HUMAN,P27540
sp|Q9BVC5|ASHWN_HUMAN,Q9BVC5
sp|Q5SW79|CE170_HUMAN,Q5SW79
sp|Q9GZN1|ARP6_HUMAN,Q9GZN1
sp|Q9ULZ3|ASC_HUMAN,Q9ULZ3
sp|P0C7Q2|ARMS2_HUMAN,P0C7Q2
sp|Q9H993|ARMT1_HUMAN,Q9H993
sp|Q8N1L4|CP4Z2_HUMAN,Q8N1L4
sp|Q8NHY2|COP1_HUMAN,Q8NHY2
sp|Q9UMD9|COHA1_HUMAN,Q9UMD9
sp|Q9P2B4|CT2NL_HUMAN,Q9P2B4
sp|Q6P5X5|CV039_HUMAN,Q6P5X5
sp|Q717R9|CYS1_HUMAN,Q717R9
sp|P0CF97|F200B_HUMAN,P0CF97
sp|Q6GPI1|CTRB2_HUMAN,Q6GPI1
sp|Q6XXX2|CU024_HUMAN,Q6XXX2
sp|Q96M42|CU129_HUMAN,Q96M42
sp|P40313|CTRL_HUMAN,P40313
sp|Q9NYP8|CU062_HUMAN,Q9NYP8
sp|P58513|CU042_HUMAN,P58513
sp|P58512|CU067_HUMAN,P58512
sp|Q8TCZ7|CU074_HUMAN,Q8TCZ7
sp|P49682|CXCR3_HUMAN,P49682
sp|P59036|CU082_HUMAN,P59036
sp|Q5JX71|F209A_HUMAN,Q5JX71
sp|Q6ZRH7|CTSRG_HUMAN,Q6ZRH7
sp|Q9NTU4|CTSRZ_HUMAN,Q9NTU4
sp|Q96ND0|F210A_HUMAN,Q96ND0
sp|A0A1W2PQ73|ERFL_HUMAN,A0A1W2PQ73
sp|Q96CN4|EVI5L_HUMAN,Q96CN4
sp|P50548|ERF_HUMAN,P50548
sp|Q14264|ENR1_HUMAN,Q14264
sp|Q5U5X8|F222A_HUMAN,Q5U5X8
sp|Q01844|EWS_HUMAN,Q01844
sp|A6NKX1|F223B_HUMAN,A6NKX1
sp|O43768|ENSA_HUMAN,O43768
sp|F5H4B4|F227A_HUMAN,F5H4B4
sp|Q96M60|F227B_HUMAN,Q96M60
sp|Q8IV48|ERI1_HUMAN,Q8IV48
sp|Q86W67|F228A_HUMAN,Q86W67
sp|Q86VI1|EX3L1_HUMAN,Q86VI1
sp|P0C875|F228B_HUMAN,P0C875
sp|Q2M3D2|EX3L2_HUMAN,Q2M3D2
sp|A8K979|ERI2_HUMAN,A8K979
sp|H3BQW9|F229A_HUMAN,H3BQW9
sp|Q17RC7|EX3L4_HUMAN,Q17RC7
sp|Q86US8|EST1A_HUMAN,Q86US8
sp|Q4G0N7|F229B_HUMAN,Q4G0N7
sp|O43414|ERI3_HUMAN,O43414
sp|P0DMU3|F231L_HUMAN,P0DMU3
sp|Q9H0X4|F234A_HUMAN,Q9H0X4
sp|Q5W0A0|ERI6B_HUMAN,Q5W0A0
sp|Q86X53|ERIC1_HUMAN,Q86X53
sp|A1L162|ERIC2_HUMAN,A1L162
sp|Q9Y5B0|CTDP1_HUMAN,Q9Y5B0
sp|Q5RHP9|ERIC3_HUMAN,Q5RHP9
sp|Q8WVB6|CTF18_HUMAN,Q8WVB6
sp|Q92905|CSN5_HUMAN,Q92905
sp|P23141|EST1_HUMAN,P23141
sp|Q96D05|F241B_HUMAN,Q96D05
sp|B9A014|F243A_HUMAN,B9A014
sp|A0A494C0Y3|F246A_HUMAN,A0A494C0Y3
sp|A0A494C0N9|F246B_HUMAN,A0A494C0N9
sp|Q7L0X2|ERIP6_HUMAN,Q7L0X2
sp|P0DSO1|F246C_HUMAN,P0DSO1
sp|O76042|ERIT1_HUMAN,O76042
sp|P61579|ERK25_HUMAN,P61579
sp|P16118|F261_HUMAN,P16118
sp|O60825|F262_HUMAN,O60825
sp|Q96DZ1|ERLEC_HUMAN,Q96DZ1
sp|Q9H0S4|DDX47_HUMAN,Q9H0S4
sp|Q5RGS3|F74A1_HUMAN,Q5RGS3
sp|Q9Y2R4|DDX52_HUMAN,Q9Y2R4
sp|P60509|ERB1_HUMAN,P60509
sp|P10768|ESTD_HUMAN,P10768
sp|P04626|ERBB2_HUMAN,P04626
sp|Q8N693|ESX1_HUMAN,Q8N693
sp|P21860|ERBB3_HUMAN,P21860
sp|Q15303|ERBB4_HUMAN,Q15303
sp|Q96RT1|ERBIN_HUMAN,Q96RT1
sp|Q9NPA8|ENY2_HUMAN,Q9NPA8
sp|Q5NDL2|EOGT_HUMAN,Q5NDL2
sp|Q8TE69|EOLA1_HUMAN,Q8TE69
sp|Q96DE9|EOLA2_HUMAN,Q96DE9
sp|O95936|EOMES_HUMAN,O95936
sp|Q9BSJ8|ESYT1_HUMAN,Q9BSJ8
sp|A0FGR8|ESYT2_HUMAN,A0FGR8
sp|A0FGR9|ESYT3_HUMAN,A0FGR9
sp|Q9UBC2|EP15R_HUMAN,Q9UBC2
sp|B3EWF7|EP2A2_HUMAN,B3EWF7
sp|Q09472|EP300_HUMAN,Q09472
sp|Q14507|EP3A_HUMAN,Q14507
sp|P56851|EP3B_HUMAN,P56851
sp|Q96L91|EP400_HUMAN,Q96L91
sp|A6NDY0|EPAB2_HUMAN,A6NDY0
sp|Q14236|EPAG_HUMAN,Q14236
sp|Q99814|EPAS1_HUMAN,Q99814
sp|P11171|EPB41_HUMAN,P11171
sp|P16452|EPB42_HUMAN,P16452
sp|Q9H2F5|EPC1_HUMAN,Q9H2F5
sp|Q52LR7|EPC2_HUMAN,Q52LR7
sp|P16422|EPCAM_HUMAN,P16422
sp|Q9UNN8|EPCR_HUMAN,Q9UNN8
sp|Q9UM22|EPDR1_HUMAN,Q9UM22
sp|Q9HCE0|EPG5_HUMAN,Q9HCE0
sp|Q6UW88|EPGN_HUMAN,Q6UW88
sp|P21709|EPHA1_HUMAN,P21709
sp|P12319|FCERA_HUMAN,P12319
sp|Q9HCM7|FBSL_HUMAN,Q9HCM7
sp|Q01362|FCERB_HUMAN,Q01362
sp|P26196|DDX6_HUMAN,P26196
sp|Q6NSW5|DE10B_HUMAN,Q6NSW5
sp|Q92564|DCNL4_HUMAN,Q92564
sp|P51397|DAP1_HUMAN,P51397
sp|Q5H9S7|DCA17_HUMAN,Q5H9S7
sp|Q8WV16|DCAF4_HUMAN,Q8WV16
sp|Q8TF63|DCNP1_HUMAN,Q8TF63
sp|P53355|DAPK1_HUMAN,P53355
sp|O94929|ABLM3_HUMAN,O94929
sp|Q99424|ACOX2_HUMAN,Q99424
sp|P43681|ACHA4_HUMAN,P43681
sp|Q05901|ACHB3_HUMAN,Q05901
sp|P0DKL9|A14EL_HUMAN,P0DKL9
sp|Q07001|ACHD_HUMAN,Q07001
sp|Q5JWF8|ACL10_HUMAN,Q5JWF8
sp|Q8NFU1|BEST2_HUMAN,Q8NFU1
sp|Q8NE71|ABCF1_HUMAN,Q8NE71
sp|Q9UG63|ABCF2_HUMAN,Q9UG63
sp|Q9Y6E2|5MP1_HUMAN,Q9Y6E2
sp|Q76B58|BRNP3_HUMAN,Q76B58
sp|Q969T7|5NT3B_HUMAN,Q969T7
sp|Q9H172|ABCG4_HUMAN,Q9H172
sp|Q9NUN7|ACER3_HUMAN,Q9NUN7
sp|P54619|AAKG1_HUMAN,P54619
sp|Q9UGJ0|AAKG2_HUMAN,Q9UGJ0
sp|Q10588|BST1_HUMAN,Q10588
sp|Q9H3F6|BACD3_HUMAN,Q9H3F6
sp|Q9BRD0|BUD13_HUMAN,Q9BRD0
sp|P15056|BRAF_HUMAN,P15056
sp|P46663|BKRB1_HUMAN,P46663
sp|P56817|BACE1_HUMAN,P56817
sp|O43709|BUD23_HUMAN,O43709
sp|P04920|B3A2_HUMAN,P04920
sp|Q9Y5Z0|BACE2_HUMAN,Q9Y5Z0
sp|Q7Z569|BRAP_HUMAN,Q7Z569
sp|P30411|BKRB2_HUMAN,P30411
sp|P59051|BRAS2_HUMAN,P59051
sp|P48751|B3A3_HUMAN,P48751
sp|O14867|BACH1_HUMAN,O14867
sp|Q9BYV9|BACH2_HUMAN,Q9BYV9
sp|Q6PJG6|BRAT1_HUMAN,Q6PJG6
sp|P41223|BUD31_HUMAN,P41223
sp|Q6ZUV0|BACHL_HUMAN,Q6ZUV0
sp|Q96Q91|B3A4_HUMAN,Q96Q91
sp|P31946|1433B_HUMAN,P31946
sp|O94766|B3GA3_HUMAN,O94766
sp|Q00005|2ABB_HUMAN,Q00005
sp|Q9Y2T4|2ABG_HUMAN,Q9Y2T4
sp|P27348|1433T_HUMAN,P27348
sp|Q8N5Z0|AADAT_HUMAN,Q8N5Z0
sp|P28222|5HT1B_HUMAN,P28222
sp|Q9BSF8|BTBDA_HUMAN,Q9BSF8
sp|Q4LEZ3|AARD_HUMAN,Q4LEZ3
sp|P55198|AF17_HUMAN,P55198
sp|P41595|5HT2B_HUMAN,P41595
sp|O95696|BRD1_HUMAN,O95696
sp|P50406|5HT6R_HUMAN,P50406
sp|Q9P281|BAHC1_HUMAN,Q9P281
sp|P26439|3BHS2_HUMAN,P26439
sp|P20290|BTF3_HUMAN,P20290
sp|Q96L58|B3GT6_HUMAN,Q96L58
sp|Q15059|BRD3_HUMAN,Q15059
sp|P15291|B4GT1_HUMAN,P15291
sp|O75150|BRE1B_HUMAN,O75150
sp|Q6UXE8|BTNL3_HUMAN,Q6UXE8
sp|Q6UXG8|BTNL9_HUMAN,Q6UXG8
sp|Q96RK4|BBS4_HUMAN,Q96RK4
sp|O60909|B4GT2_HUMAN,O60909
sp|A8MVZ5|BTNLA_HUMAN,A8MVZ5
sp|Q8N3I7|BBS5_HUMAN,Q8N3I7
sp|O60512|B4GT3_HUMAN,O60512
sp|A6H8Y1|BDP1_HUMAN,A6H8Y1
sp|Q8IWZ6|BBS7_HUMAN,Q8IWZ6
sp|Q9NRG9|AAAS_HUMAN,Q9NRG9
sp|Q15758|AAAT_HUMAN,Q15758
sp|Q92667|AKAP1_HUMAN,Q92667
sp|Q9Y2D5|AKAP2_HUMAN,Q9Y2D5
sp|Q9NUB1|ACS2L_HUMAN,Q9NUB1
sp|Q14032|BAAT_HUMAN,Q14032
sp|P12236|ADT3_HUMAN,P12236
sp|Q86TW2|ADCK1_HUMAN,Q86TW2
sp|Q99996|AKAP9_HUMAN,Q99996
sp|P59826|BPIB3_HUMAN,P59826
sp|Q5T2L2|AKCL1_HUMAN,Q5T2L2
sp|Q8IZF5|AGRF3_HUMAN,Q8IZF5
sp|O95394|AGM1_HUMAN,O95394
sp|P12645|BMP3_HUMAN,P12645
sp|Q96B36|AKTS1_HUMAN,Q96B36
sp|Q8N7J2|AMER2_HUMAN,Q8N7J2
sp|Q7Z695|ADCK2_HUMAN,Q7Z695
sp|Q9H2A2|AL8A1_HUMAN,Q9H2A2
sp|Q6P093|ADCL2_HUMAN,Q6P093
sp|P49189|AL9A1_HUMAN,P49189
sp|Q8NEM8|CBPC3_HUMAN,Q8NEM8
sp|Q6ZN18|AEBP2_HUMAN,Q6ZN18
sp|Q9BQE5|APOL2_HUMAN,Q9BQE5
sp|Q8NCV1|ADAD2_HUMAN,Q8NCV1
sp|Q9BWT7|CAR10_HUMAN,Q9BWT7
sp|Q6NVV9|ADAM5_HUMAN,Q6NVV9
sp|Q6DHV7|ADAL_HUMAN,Q6DHV7
sp|Q8IWD4|CC117_HUMAN,Q8IWD4
sp|Q6ZTR7|CBAR2_HUMAN,Q6ZTR7
sp|Q96KC9|CABS1_HUMAN,Q96KC9
sp|Q86WK6|AMGO1_HUMAN,Q86WK6
sp|P00813|ADA_HUMAN,P00813
sp|P07311|ACYP1_HUMAN,P07311
sp|Q9Y2D0|CAH5B_HUMAN,Q9Y2D0
sp|Q7Z3E2|CC186_HUMAN,Q7Z3E2
sp|Q9BRR6|ADPGK_HUMAN,Q9BRR6
sp|Q9NRN7|ADPPT_HUMAN,Q9NRN7
sp|Q96LX7|CCD17_HUMAN,Q96LX7
sp|Q4VCS5|AMOT_HUMAN,Q4VCS5
sp|Q9H0P7|AGIT1_HUMAN,Q9H0P7
sp|Q53H12|AGK_HUMAN,Q53H12
sp|P07550|ADRB2_HUMAN,P07550
sp|Q92888|ARHG1_HUMAN,Q92888
sp|Q5SNV9|CA167_HUMAN,Q5SNV9
sp|O15013|ARHGA_HUMAN,O15013
sp|Q6ZSZ5|ARHGI_HUMAN,Q6ZSZ5
sp|Q9HCE6|ARGAL_HUMAN,Q9HCE6
sp|Q9NYG5|APC11_HUMAN,Q9NYG5
sp|P60006|APC15_HUMAN,P60006
sp|P35626|ARBK2_HUMAN,P35626
sp|Q03989|ARI5A_HUMAN,Q03989
sp|O95445|APOM_HUMAN,O95445
sp|Q86XL3|ANKL2_HUMAN,Q86XL3
sp|Q9BUK0|CHCH7_HUMAN,Q9BUK0
sp|P55345|ANM2_HUMAN,P55345
sp|P41181|AQP2_HUMAN,P41181
sp|O43488|ARK72_HUMAN,O43488
sp|Q5FYA8|ARSH_HUMAN,Q5FYA8
sp|P51689|ARSD_HUMAN,P51689
sp|Q96FF9|CDCA5_HUMAN,Q96FF9
sp|Q9NR48|ASH1L_HUMAN,Q9NR48
sp|Q12834|CDC20_HUMAN,Q12834
sp|O00585|CCL21_HUMAN,O00585
sp|O00626|CCL22_HUMAN,O00626
sp|O95319|CELF2_HUMAN,O95319
sp|P55773|CCL23_HUMAN,P55773
sp|P47902|CDX1_HUMAN,P47902
sp|O00175|CCL24_HUMAN,O00175
sp|Q8IZL9|CDK20_HUMAN,Q8IZL9
sp|Q99626|CDX2_HUMAN,Q99626
sp|O15444|CCL25_HUMAN,O15444
sp|O14627|CDX4_HUMAN,O14627
sp|Q5SZQ8|CELF3_HUMAN,Q5SZQ8
sp|Q9Y6F8|CDY1_HUMAN,Q9Y6F8
sp|Q9Y4X3|CCL27_HUMAN,Q9Y4X3
sp|Q9Y6F7|CDY2_HUMAN,Q9Y6F7
sp|Q9UJX2|CDC23_HUMAN,Q9UJX2
sp|P06276|CHLE_HUMAN,P06276
sp|O75143|ATG13_HUMAN,O75143
sp|Q9NRJ3|CCL28_HUMAN,Q9NRJ3
sp|Q8IYS0|ASTRC_HUMAN,Q8IYS0
sp|P25063|CD24_HUMAN,P25063
sp|A8MTB9|CEA18_HUMAN,A8MTB9
sp|Q8NDM7|CFA43_HUMAN,Q8NDM7
sp|Q96N23|CFA54_HUMAN,Q96N23
sp|Q8TDY4|ASAP3_HUMAN,Q8TDY4
sp|Q8NHU2|CFA61_HUMAN,Q8NHU2
sp|A8MTT3|CEBOS_HUMAN,A8MTT3
sp|P04234|CD3D_HUMAN,P04234
sp|Q9Y696|CLIC4_HUMAN,Q9Y696
sp|Q9BZE9|ASPC1_HUMAN,Q9BZE9
sp|Q4VNC0|AT135_HUMAN,Q4VNC0
sp|P05026|AT1B1_HUMAN,P05026
sp|Q8WYN0|ATG4A_HUMAN,Q8WYN0
sp|Q9UQB9|AURKC_HUMAN,Q9UQB9
sp|O75366|AVIL_HUMAN,O75366
sp|A0A1B0GUV1|CQ114_HUMAN,A0A1B0GUV1
sp|Q9Y6R9|CCD61_HUMAN,Q9Y6R9
sp|Q8N8Q1|C56D1_HUMAN,Q8N8Q1
sp|Q8N1A6|CD033_HUMAN,Q8N1A6
sp|P46092|CCR10_HUMAN,P46092
sp|Q9HCK8|CHD8_HUMAN,Q9HCK8
sp|Q8N2Z9|CENPS_HUMAN,Q8N2Z9
sp|P38936|CDN1A_HUMAN,P38936
sp|O00421|CCRL2_HUMAN,O00421
sp|O60583|CCNT2_HUMAN,O60583
sp|Q86X02|CDR2L_HUMAN,Q86X02
sp|Q9HA82|CERS4_HUMAN,Q9HA82
sp|O75953|DNJB5_HUMAN,O75953
sp|Q9BY43|CHM4A_HUMAN,Q9BY43
sp|P05156|CFAI_HUMAN,P05156
sp|Q9P2K9|DISP3_HUMAN,Q9P2K9
sp|P09564|CD7_HUMAN,P09564
sp|Q9Y3E7|CHMP3_HUMAN,Q9Y3E7
sp|Q96GE9|DMAC1_HUMAN,Q96GE9
sp|Q96JP9|CDHR1_HUMAN,Q96JP9
sp|Q9NYV4|CDK12_HUMAN,Q9NYV4
sp|Q99459|CDC5L_HUMAN,Q99459
sp|Q9H305|CDIP1_HUMAN,Q9H305
sp|A8MXV6|CD15L_HUMAN,A8MXV6
sp|Q5SQH8|CF136_HUMAN,Q5SQH8
sp|O94986|CE152_HUMAN,O94986
sp|Q9GZU0|CF062_HUMAN,Q9GZU0
sp|Q5TEZ4|CF164_HUMAN,Q5TEZ4
sp|Q5T6M2|CF122_HUMAN,Q5T6M2
sp|Q6ZU80|CE128_HUMAN,Q6ZU80
sp|P09693|CD3G_HUMAN,P09693
sp|O43822|CF410_HUMAN,O43822
sp|P11597|CETP_HUMAN,P11597
sp|P19397|CD53_HUMAN,P19397
sp|O75871|CEAM4_HUMAN,O75871
sp|Q5SZB4|CI050_HUMAN,Q5SZB4
sp|A6NM45|CLD24_HUMAN,A6NM45
sp|Q9Y6Y1|CMTA1_HUMAN,Q9Y6Y1
sp|Q8N129|CNPY4_HUMAN,Q8N129
